sim_time,arrived,tyre_pm,wait_time,delta_wait_time
0,0,0.0,0.0,0.0
1,0,2.6100133920786917,0.0,0.0
2,0,2.67590227322653,0.0,0.0
3,0,2.7619716959539797,0.0,0.0
4,0,1.5171958485851071,0.0,0.0
5,0,1.5366551346844073,0.0,0.0
6,0,3.059486863669008,0.0,0.0
7,0,3.036508918413892,0.0,0.0
8,0,2.8573826614068807,0.0,0.0
9,0,2.3994409283623064,0.0,0.0
10,0,10.404021689793256,0.0,0.0
11,0,16.784526504856505,0.0,0.0
12,0,17.239431533822792,0.0,0.0
13,0,8.833648480762733,0.0,0.0
14,0,5.016136654844037,3.0,3.0
15,0,2.5559584035354375,6.0,3.0
16,0,6.298121881137301,9.0,3.0
17,0,8.533512917179713,12.0,3.0
18,0,11.170636336264543,15.0,3.0
19,0,16.027746429374886,18.0,3.0
20,0,14.466826720061903,21.0,3.0
21,0,13.229688637086966,24.0,3.0
22,0,13.66401377779963,29.0,5.0
23,0,11.394048717074064,35.0,6.0
24,0,16.4184658113836,42.0,7.0
25,0,20.635311901607228,50.0,8.0
26,0,16.341723455981256,59.0,9.0
27,0,12.256364071486086,69.0,10.0
28,0,4.987899754758661,80.0,11.0
29,0,6.505283053055717,92.0,12.0
30,0,8.062747809675376,104.0,12.0
31,0,13.70892605383435,116.0,12.0
32,1,14.811924483219737,128.0,12.0
33,0,14.175835472988714,141.0,13.0
34,0,11.105191960192316,155.0,14.0
35,1,5.7725717825486225,170.0,15.0
36,0,10.13271265182577,148.0,-22.0
37,0,12.165157273203679,157.0,9.0
38,0,17.197308670664558,171.0,14.0
39,0,17.754415802116576,185.0,14.0
40,0,17.211048470596857,200.0,15.0
41,0,19.580750428437305,215.0,15.0
42,0,24.24860931226103,230.0,15.0
43,0,16.886165679049913,247.0,17.0
44,0,15.528371452009207,265.0,18.0
45,0,11.279916089245607,185.0,-80.0
46,0,18.118678248434726,146.0,-39.0
47,0,18.11449500800996,135.0,-11.0
48,0,16.885509247433685,133.0,-2.0
49,0,24.303080192807407,144.0,11.0
50,0,24.94624668426998,155.0,11.0
51,0,20.94305778513948,167.0,12.0
52,0,21.090157746032204,179.0,12.0
53,0,15.35239975830118,191.0,12.0
54,0,12.549636851065717,203.0,12.0
55,0,15.514057343934262,215.0,12.0
56,0,14.69371165758612,227.0,12.0
57,0,16.00671817974622,239.0,12.0
58,0,18.199523168978487,251.0,12.0
59,0,22.86049691687387,263.0,12.0
60,0,27.430181369926746,275.0,12.0
61,0,24.796248592707563,289.0,14.0
62,0,19.18348569629366,304.0,15.0
63,0,14.748975446184284,321.0,17.0
64,0,19.497262780251255,339.0,18.0
65,0,17.438533995454762,357.0,18.0
66,0,15.408532290827898,375.0,18.0
67,0,14.777553868449234,396.0,21.0
68,0,9.618054328745618,417.0,21.0
69,1,12.04378373135024,439.0,22.0
70,0,13.786618515829831,461.0,22.0
71,2,18.908358795482947,483.0,22.0
72,2,15.866304981692862,505.0,22.0
73,0,8.724543570036536,528.0,23.0
74,1,2.8643847836800016,552.0,24.0
75,1,4.072417714045861,577.0,25.0
76,1,7.27022716747895,603.0,26.0
77,1,6.441807778785905,629.0,26.0
78,0,7.068653039174378,656.0,27.0
79,1,4.353724685065064,683.0,27.0
80,2,4.708332045379057,710.0,27.0
81,0,3.2627514233550166,619.0,-91.0
82,1,11.317817483465817,537.0,-82.0
83,0,16.784869001758732,519.0,-18.0
84,0,20.62966587917537,523.0,4.0
85,1,23.531045183272386,545.0,22.0
86,0,28.06527943893086,567.0,22.0
87,0,29.48640490841304,590.0,23.0
88,0,19.82054893988836,614.0,24.0
89,0,27.380028983852448,641.0,27.0
90,0,20.948482086058263,389.0,-252.0
91,0,24.413589668732268,317.0,-72.0
92,0,26.709956358456015,274.0,-43.0
93,0,21.410315947873606,274.0,0.0
94,0,25.373962558459645,289.0,15.0
95,0,28.65513465265932,304.0,15.0
96,0,26.47066340576049,320.0,16.0
97,0,24.42681450886899,336.0,16.0
98,0,26.861792186234137,352.0,16.0
99,0,18.3756300695496,368.0,16.0
100,0,21.851379762087003,384.0,16.0
101,0,23.180470741116103,400.0,16.0
102,0,22.2948337852826,416.0,16.0
103,0,28.450751668233416,433.0,17.0
104,1,23.64846347463302,451.0,18.0
105,2,29.92023710551507,470.0,19.0
106,0,20.34463217673969,489.0,19.0
107,0,28.685049800936046,509.0,20.0
108,0,29.037739868160305,530.0,21.0
109,0,31.229761551958415,553.0,23.0
110,0,25.74392287836903,579.0,26.0
111,0,20.38692905126536,606.0,27.0
112,0,9.652659485483015,634.0,28.0
113,0,7.439685692948106,664.0,30.0
114,0,8.15201971578525,695.0,31.0
115,0,9.034158519008987,726.0,31.0
116,1,15.79083716480794,757.0,31.0
117,1,11.816721072116346,788.0,31.0
118,2,6.8373219073368325,820.0,32.0
119,0,6.019327432391259,852.0,32.0
120,2,5.14865679703983,884.0,32.0
121,1,6.205395251738402,917.0,33.0
122,1,6.832461899017106,950.0,33.0
123,2,7.410342151404991,983.0,33.0
124,1,10.429602232503623,1016.0,33.0
125,1,17.20151527100161,1049.0,33.0
126,1,20.57645668887957,743.0,-306.0
127,0,24.3989728083206,598.0,-145.0
128,1,23.62033075315668,563.0,-35.0
129,1,23.87055981452856,589.0,26.0
130,0,38.586671843926716,616.0,27.0
131,0,45.09520569608843,644.0,28.0
132,0,48.59335986578573,673.0,29.0
133,0,39.67064305805543,703.0,30.0
134,0,21.12188826600206,737.0,34.0
135,0,15.705288418385562,564.0,-173.0
136,0,18.09310325713375,481.0,-83.0
137,0,25.195599939186387,463.0,-18.0
138,0,30.263745359377282,462.0,-1.0
139,0,35.17802894538429,481.0,19.0
140,2,37.487090381028054,505.0,24.0
141,0,32.25181672197824,531.0,26.0
142,0,32.95186149337876,558.0,27.0
143,1,21.65246217133288,586.0,28.0
144,0,20.648325879118545,614.0,28.0
145,0,25.820296548448553,643.0,29.0
146,0,21.131227225600906,673.0,30.0
147,0,33.20960036482901,703.0,30.0
148,0,31.392807215969064,733.0,30.0
149,2,29.101187433127954,763.0,30.0
150,1,23.51794039757774,795.0,32.0
151,1,23.6821000854384,830.0,35.0
152,0,25.98618214698648,865.0,35.0
153,2,26.38044281369411,900.0,35.0
154,0,29.50607216750292,935.0,35.0
155,0,25.078238616078693,973.0,38.0
156,0,23.320653087613817,1011.0,38.0
157,0,15.150623966256756,1050.0,39.0
158,0,9.558399581052894,1090.0,40.0
159,0,8.359670645923828,1130.0,40.0
160,0,6.101652916833068,1171.0,41.0
161,1,5.621612539070325,1212.0,41.0
162,1,7.740571762705729,1253.0,41.0
163,1,8.359899724673447,1294.0,41.0
164,1,6.855232187237796,1335.0,41.0
165,0,5.27135453664379,1376.0,41.0
166,2,6.325142626254767,1418.0,42.0
167,0,9.127756937497223,1460.0,42.0
168,1,10.981461442107966,1502.0,42.0
169,1,16.824868750786358,1544.0,42.0
170,1,21.516888409538925,1587.0,43.0
171,1,21.263535479389805,1217.0,-370.0
172,1,26.77845534841533,989.0,-228.0
173,1,31.53916552280149,899.0,-90.0
174,1,26.525022340763922,933.0,34.0
175,0,31.896486295055617,968.0,35.0
176,0,32.223720729576726,1006.0,38.0
177,0,36.469651785766786,1045.0,39.0
178,0,28.46692323736473,1084.0,39.0
179,0,17.35293862892803,1126.0,42.0
180,1,19.701503399138304,791.0,-335.0
181,0,22.333884800266986,580.0,-211.0
182,0,35.48954781282646,401.0,-179.0
183,0,36.53466178479905,351.0,-50.0
184,0,42.488968372082915,347.0,-4.0
185,0,46.99986199631169,353.0,6.0
186,1,41.82059339612729,371.0,18.0
187,1,42.14016342747763,389.0,18.0
188,2,28.943978147450146,407.0,18.0
189,0,34.18797489278498,425.0,18.0
190,1,27.316246176653152,444.0,19.0
191,0,28.95053512552097,463.0,19.0
192,0,21.197113522663003,482.0,19.0
193,0,27.054549094647527,502.0,20.0
194,2,28.078855177221833,523.0,21.0
195,1,18.892489744618217,544.0,21.0
196,2,16.241589297199813,567.0,23.0
197,1,9.273396413587731,591.0,24.0
198,0,7.753265542112115,615.0,24.0
199,1,7.628710256869432,639.0,24.0
200,2,13.426627131243936,663.0,24.0
201,2,23.139339091068244,687.0,24.0
202,1,20.05181142254607,711.0,24.0
203,1,18.37181707081103,736.0,25.0
204,0,9.870937122954356,761.0,25.0
205,2,7.455372090640666,788.0,27.0
206,1,9.65169494496854,816.0,28.0
207,2,9.821477448043977,844.0,28.0
208,2,13.196972603823477,872.0,28.0
209,2,7.097229853520582,900.0,28.0
210,2,19.074669267167728,928.0,28.0
211,1,21.59962057223096,957.0,29.0
212,2,22.970787270359825,986.0,29.0
213,1,18.289815614575986,1016.0,30.0
214,1,18.650955557217543,1046.0,30.0
215,2,25.770931599315215,1078.0,32.0
216,0,26.945722425578047,753.0,-325.0
217,1,30.45417495323638,620.0,-133.0
218,0,42.779458158398214,588.0,-32.0
219,1,42.68777280169602,613.0,25.0
220,0,43.58598741691087,640.0,27.0
221,0,52.40864742367007,668.0,28.0
222,0,41.55478904536689,699.0,31.0
223,0,34.587492947862785,731.0,32.0
224,0,30.8047804805894,767.0,36.0
