sim_time,arrived_num,tyre_pm,stopped,total_wait,avg_wait,avg_speed
25201.0,0,0.0,2,0.0,0.0,0.0
25202.0,0,3.640107849123888,1,0.0,0.0,1.213369283041296
25203.0,0,5.94044071554672,0,0.0,0.0,3.1935161882235357
25204.0,0,6.218196800956504,0,0.0,0.0,5.266248455209037
25205.0,0,6.975054585724136,1,0.0,0.0,5.693449987837812
25206.0,0,7.185669384966603,1,0.0,0.0,5.9918938672635695
25207.0,0,8.673641885808431,1,0.0,0.0,6.43885187035438
25208.0,0,8.257962937482164,1,0.0,0.0,6.411745992687154
25209.0,0,10.413106660451739,0,0.0,0.0,7.55210661697044
25210.0,0,11.06861776510527,2,0.0,0.0,6.612043547855404
25211.0,0,15.287416734038384,1,0.0,0.0,6.54474509807031
25212.0,0,16.64371159481466,1,0.0,0.0,6.61713675370753
25213.0,0,15.42382928804262,1,0.0,0.0,6.756349689172697
25214.0,0,18.996136864272664,1,0.0,0.0,7.262401615295394
25215.0,0,18.78408276270823,1,1.0,0.07692307692307693,7.424517492054924
25216.0,0,22.552643131200124,2,2.0,0.14285714285714285,7.051981124399219
25217.0,0,20.006400352258225,2,4.0,0.2857142857142857,7.40239437565446
25218.0,0,17.737635011365928,3,6.0,0.4,7.321202216033856
25219.0,0,15.98984279132616,4,9.0,0.5625,7.45995866422329
25220.0,0,17.411594882253784,3,12.0,0.75,7.627311155177599
25221.0,0,14.5362550657152,6,16.0,0.8888888888888888,7.016008235454304
25222.0,0,20.863255059617035,5,20.0,1.0526315789473684,6.644906447841781
25223.0,0,17.329515115893773,4,24.0,1.263157894736842,6.74823958689325
25224.0,0,25.0561012569782,6,29.0,1.45,6.113036156284116
25225.0,0,27.946787240764564,5,34.0,1.7,6.137896142325457
25226.0,1,20.141377353996166,6,39.0,1.95,6.140465513098701
25227.0,0,15.455003504706351,7,45.0,2.142857142857143,6.412123213383684
25228.0,0,21.670988900459,6,51.0,2.4285714285714284,6.704220704352839
25229.0,0,14.107642111909833,8,57.0,2.4782608695652173,6.329464160920781
25230.0,0,15.612722018134724,8,63.0,2.52,6.287879939661975
25231.0,0,22.43685150930198,6,69.0,2.76,6.974133427107003
25232.0,0,19.41898224888581,6,75.0,3.0,7.448387698114584
25233.0,0,24.807509509754063,9,81.0,2.892857142857143,7.016452014647537
25234.0,0,29.757272431625715,8,87.0,2.9,6.694311832108282
25235.0,0,30.527210648778063,7,93.0,3.0,6.779721761460483
25236.0,0,31.013592657401855,7,100.0,3.225806451612903,7.088016208972278
25237.0,0,27.155305058244544,8,85.0,2.65625,7.363984039154536
25238.0,0,26.13062356456317,8,72.0,2.1176470588235294,7.309157662042369
25239.0,0,35.48047981546879,5,59.0,1.7352941176470589,7.537008385440697
25240.0,0,35.433350494827415,5,47.0,1.3428571428571427,7.167550765143147
25241.0,1,35.50356651482831,5,36.0,1.0,6.777399300291524
25242.0,0,48.4476786150884,4,40.0,1.1111111111111112,6.839693827763025
25243.0,0,41.215666950151565,6,45.0,1.2162162162162162,6.721440417672297
25244.0,0,32.300737297519966,6,51.0,1.3783783783783783,6.872707444597218
25245.0,0,33.68743814032165,8,58.0,1.5263157894736843,6.6389844792061945
25246.0,1,35.50286356594905,8,37.0,1.0,6.647668852015293
25247.0,0,36.530575662424475,9,35.0,0.9459459459459459,6.595170629015936
25248.0,0,38.0431207847403,10,42.0,1.105263157894737,6.415114121901144
25249.0,1,34.96833243557171,11,49.0,1.2564102564102564,5.833063524381137
25250.0,0,33.85315724476912,11,59.0,1.475,5.688394799116098
25251.0,0,40.65025387968672,10,54.0,1.3170731707317074,5.813990301084216
25252.0,0,39.00265388037593,10,64.0,1.5609756097560976,5.9495369689141375
25253.0,0,32.05382965711927,10,74.0,1.8048780487804879,6.134674123614509
25254.0,0,30.40566113179532,12,85.0,2.0238095238095237,6.195346303684365
25255.0,0,35.040155687104274,12,97.0,2.3095238095238093,6.459801591961583
25256.0,0,30.874148578879243,15,110.0,2.5,6.124651330000651
25257.0,0,27.42057607027067,15,123.0,2.6739130434782608,5.890233121521243
25258.0,0,34.90939200890011,13,136.0,2.9565217391304346,6.048721439724084
25259.0,0,37.208350649839446,15,150.0,3.1914893617021276,5.974269547381875
25260.0,1,31.52585546112271,16,165.0,3.5106382978723403,5.865588809208336
25261.0,0,31.740666216490382,15,180.0,3.8297872340425534,6.002922442418508
25262.0,0,31.333526016864216,16,195.0,4.0625,5.865899556618364
25263.0,0,34.93902308146452,16,211.0,4.395833333333333,5.88877580853497
25264.0,1,38.39564162015259,16,227.0,4.829787234042553,5.693704577887519
25265.0,0,38.026606661570256,20,245.0,5.0,5.436821747814122
25266.0,1,35.124825245540706,17,256.0,5.333333333333333,5.227003454573559
25267.0,1,25.001187298482535,18,274.0,5.829787234042553,5.214802234261311
25268.0,0,30.46958357960128,21,294.0,6.125,4.956850932835528
25269.0,0,28.71978436632063,21,314.0,6.408163265306122,4.704234423071739
25270.0,0,20.558467981412683,23,337.0,6.877551020408164,4.679504112393081
25271.0,1,23.683519495804862,23,360.0,7.5,4.534216934881517
25272.0,0,24.327437960380376,25,384.0,7.836734693877551,4.458380002683349
25273.0,0,25.749308058976503,25,408.0,8.16,4.293296214048935
25274.0,1,28.389887122966883,25,432.0,8.64,3.964425545302025
25275.0,0,36.88943703026992,25,447.0,8.596153846153847,3.9481290709206283
25276.0,0,33.1296121555254,24,471.0,9.057692307692308,4.0161157666027325
25277.0,0,34.588179303090385,24,495.0,9.51923076923077,3.9065446770907615
25278.0,0,27.409208209128806,25,520.0,10.0,3.9886486967432826
25279.0,1,20.391684791231434,27,547.0,10.72549019607843,3.8079974025609817
25280.0,0,25.181954661119725,27,574.0,11.254901960784315,3.7291799993837564
25281.0,0,25.62909344386857,28,602.0,11.803921568627452,3.618609975418807
25282.0,0,26.589218101291273,29,631.0,12.372549019607844,3.455394444333046
25283.0,0,25.773410075373704,29,660.0,12.941176470588236,3.4763086011513367
25284.0,0,17.862347513317403,32,691.0,13.288461538461538,3.4218210295216784
25285.0,1,22.371228549368915,31,722.0,14.156862745098039,3.211649313451447
25286.0,0,23.58942501520764,31,753.0,14.764705882352942,3.17510526484402
25287.0,0,16.510047932889606,33,786.0,15.411764705882353,3.0422475760669903
25288.0,0,15.59050566287094,34,819.0,15.75,2.9125737157023055
25289.0,0,15.379975912281385,34,853.0,16.403846153846153,2.87725888643214
25290.0,0,9.873143915924492,34,887.0,17.057692307692307,2.915879339572241
25291.0,0,30.096660649322686,28,698.0,13.423076923076923,3.0095074736306135
25292.0,0,40.00556546502887,23,549.0,10.557692307692308,3.2901931865449034
