sim_time,arrived_num,tyre_pm,stopped,total_wait,avg_wait,avg_speed
25201.0,0,0.0,2,0.0,0.0,0.0
25202.0,0,4.750758582144044,1,0.0,0.0,1.5835861940480147
25203.0,0,5.118953176867215,0,0.0,0.0,3.28990391967042
25204.0,0,4.862600641488097,0,0.0,0.0,4.9107708001664525
25205.0,0,6.2516066409880295,1,0.0,0.0,5.245979760371847
25206.0,0,5.593686805920744,1,0.0,0.0,5.315521169481626
25207.0,0,8.252431750507093,1,0.0,0.0,5.693887695829084
25208.0,0,8.956875160477072,1,0.0,0.0,6.160028762207369
25209.0,0,11.45502129855887,1,0.0,0.0,6.598219244490432
25210.0,0,10.35579011626032,1,0.0,0.0,6.602269154145883
25211.0,0,17.36289121394357,1,0.0,0.0,6.906621800828928
25212.0,0,15.738533872561806,2,0.0,0.0,6.082364338874078
25213.0,0,19.232790646667716,0,0.0,0.0,6.944190489675925
25214.0,0,19.006645727467443,1,1.0,0.08333333333333333,7.773980490301678
25215.0,0,16.60974210119737,3,2.0,0.14285714285714285,7.068582469951793
25216.0,0,23.726542451401087,1,3.0,0.21428571428571427,7.822609642496976
25217.0,0,18.448099026435724,2,4.0,0.26666666666666666,7.86883372207245
25218.0,0,23.119298261521376,1,5.0,0.3333333333333333,8.005253774992507
25219.0,0,16.875888182284815,4,8.0,0.5,7.710467486391289
25220.0,0,15.077472146156524,4,11.0,0.6470588235294118,7.631647391915012
25221.0,0,19.255925029390525,5,15.0,0.8333333333333334,7.394585098715193
25222.0,0,21.23720454628114,5,19.0,1.0,6.81531312333484
25223.0,0,20.19628629006423,5,23.0,1.15,6.286154164041547
25224.0,0,27.559123409458827,4,27.0,1.35,6.279187288319247
25225.0,0,23.65211001024888,6,32.0,1.5238095238095237,5.907488061731466
25226.0,0,19.53562824213357,6,38.0,1.8095238095238095,6.795475448416125
25227.0,1,15.25185760129955,7,44.0,2.0952380952380953,6.8561058599897065
25228.0,0,17.451794425194343,6,50.0,2.380952380952381,7.336287884808123
25229.0,0,16.539596410751756,7,56.0,2.5454545454545454,7.189901623461873
25230.0,0,21.444020157244037,9,62.0,2.48,6.146616645240094
25231.0,0,24.795594856304465,6,68.0,2.72,6.455438688387769
25232.0,0,24.779964439486225,6,74.0,2.96,7.047410184075392
25233.0,0,28.300278862907696,9,80.0,2.857142857142857,6.483544218488049
25234.0,0,33.97758687649415,8,86.0,2.8666666666666667,6.290825931860956
25235.0,0,29.187532623281328,8,93.0,3.0,6.63320383087223
25236.0,0,27.3494379132268,8,101.0,3.2580645161290325,6.941608506235195
25237.0,0,28.883089052664353,8,85.0,2.65625,7.1309142633336435
25238.0,0,27.1950321588167,8,72.0,2.1176470588235294,7.088653006243543
25239.0,0,29.627863833739777,5,59.0,1.7352941176470589,7.541935199647168
25240.0,1,25.26628705575947,6,49.0,1.4411764705882353,7.617813776672583
25241.0,0,32.838593952517634,5,38.0,1.0857142857142856,7.617780486092103
25242.0,1,47.009833161477275,7,43.0,1.1944444444444444,6.938838455733595
25243.0,0,52.800735581664156,5,48.0,1.3333333333333333,6.843527554311004
25244.0,0,38.47682813293478,5,53.0,1.4722222222222223,6.566286111953883
25245.0,0,33.39243516766755,10,62.0,1.6756756756756757,6.267112866560418
25246.0,0,33.78455659364552,9,44.0,1.1891891891891893,6.27264890445474
25247.0,0,31.90422535285366,12,44.0,1.1578947368421053,6.126721806649396
25248.0,0,35.53408522279,12,52.0,1.3333333333333333,5.943593800750379
25249.0,0,31.714733549443345,11,60.0,1.5,5.842563729522811
25250.0,0,29.898407249427972,11,68.0,1.6585365853658536,5.746285492187713
25251.0,1,38.88459862733114,10,62.0,1.55,5.880214361614973
25252.0,0,35.48249721517777,11,72.0,1.7560975609756098,5.898435330302502
25253.0,0,31.029464946527202,11,83.0,2.024390243902439,6.189789305362001
25254.0,0,28.077970143378405,12,94.0,2.238095238095238,6.428532062636838
25255.0,0,40.90999649721946,12,106.0,2.5238095238095237,6.347420408299311
25256.0,1,42.310600639204466,13,118.0,2.8095238095238093,6.062648558068513
25257.0,0,26.997696238070688,15,130.0,2.888888888888889,5.746726287329845
25258.0,0,34.70717756734956,13,143.0,3.1777777777777776,5.840435620302533
25259.0,0,35.10856403425456,15,157.0,3.4130434782608696,5.694413242324894
25260.0,0,38.33503803906104,16,172.0,3.6595744680851063,5.66984579152215
25261.0,0,31.740282064191014,15,187.0,3.978723404255319,5.909586210976125
25262.0,0,29.42003569454495,16,202.0,4.208333333333333,6.03633663057722
25263.0,0,30.039369570655175,16,218.0,4.541666666666667,6.134361813930525
25264.0,0,35.42913675794837,15,229.0,4.770833333333333,6.105908564729714
25265.0,2,34.6016484728925,17,245.0,5.212765957446808,5.624127698859019
25266.0,0,37.939378129605856,19,263.0,5.479166666666667,5.412420613138161
25267.0,1,33.09511409063722,18,281.0,5.9787234042553195,5.072008184707743
25268.0,1,25.25606825894095,21,301.0,6.404255319148936,4.5775928662829175
25269.0,0,23.53630845894529,22,322.0,6.708333333333333,4.360383666363891
25270.0,0,24.858756147605693,22,344.0,7.166666666666667,4.348372681431445
25271.0,0,21.384984881884062,23,367.0,7.645833333333333,4.4153153019679765
25272.0,0,25.443594212473975,25,391.0,7.979591836734694,4.260316956963255
25273.0,0,27.11593839443707,25,415.0,8.3,4.10938348599306
25274.0,1,24.14727589597781,26,439.0,8.607843137254902,3.5989002669197556
25275.0,0,31.1175154369856,26,464.0,8.923076923076923,3.479584074996502
25276.0,1,28.179906781322106,26,490.0,9.607843137254902,3.4199066043578945
25277.0,0,27.967327337413508,24,503.0,9.862745098039216,3.6547165698349278
25278.0,0,26.709968557518458,26,529.0,10.372549019607844,3.75464544690758
25279.0,0,29.587608952784198,26,555.0,10.882352941176471,3.7087100589372084
25280.0,0,25.46152279900663,27,582.0,11.411764705882353,3.5780800118126965
25281.0,0,24.6627773228292,29,611.0,11.980392156862745,3.4835631039092605
25282.0,0,26.055338153159713,30,641.0,12.568627450980392,3.192513390793348
25283.0,0,17.584804231517886,31,672.0,13.176470588235293,3.1408315054125326
25284.0,0,15.31332160215899,33,704.0,13.538461538461538,2.949731884580264
25285.0,0,15.936268792853364,32,736.0,14.153846153846153,2.8537274008720863
25286.0,1,13.788912971964898,32,768.0,15.058823529411764,2.6408005306137783
25287.0,0,12.674205854411534,34,802.0,15.72549019607843,2.6862015032403836
25288.0,0,8.460290197672625,35,836.0,16.076923076923077,2.6622504189073504
25289.0,0,14.411217348064135,34,870.0,16.73076923076923,2.665191030508893
25290.0,0,16.936838094157828,34,904.0,17.384615384615383,2.6789268769918126
25291.0,0,27.640524391789093,29,718.0,13.807692307692308,2.851948651601876
25292.0,0,32.815935894331616,24,571.0,10.98076923076923,3.1360335888125497
25293.0,0,40.37537861413471,19,426.0,8.192307692307692,3.568670022042149
25294.0,0,37.86830611203902,15,320.0,6.153846153846154,4.152663353973268
25295.0,0,44.32436124339546,13,257.0,4.9423076923076925,4.656153792241864
25296.0,0,54.154649529911765,12,226.0,4.346153846153846,5.188641748060793
