sim_time,arrived_num,sys_tyre_pm,sys_stopped,sys_total_wait,sys_avg_wait,sys_avg_speed,agents_tyre_pm,agents_stopped,agents_total_delay,agents_total_wait,agents_avg_delay,agents_avg_wait,agents_avg_speed
25201.0,0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
25202.0,0,4.313454258651473,1,0.0,0.0,1.4378180862171577,0.0,1,0.0,0.0,0.0,0.0,0.0
25203.0,0,7.208121734554879,0,0.0,0.0,3.840525331068784,2.522357051051222,0,0.0,0.0,0.0,0.0,2.522357051051222
25204.0,0,5.999810078530572,0,0.0,0.0,5.840462023912308,1.6283895604545253,0,0.0,0.0,0.0,0.0,4.150746611505747
25205.0,0,6.136645046109332,1,0.0,0.0,5.914507779461564,1.5498102714307604,0,0.0,0.0,0.0,0.0,5.700556882936508
25206.0,0,7.657095561642199,1,0.0,0.0,6.263025335897691,4.316591292410158,0,0.0,0.0,0.0,0.0,9.323233101819643
25207.0,0,7.325311039733519,1,0.0,0.0,6.359301396061329,2.631515651852811,0,0.0,0.0,0.0,0.0,10.396676256319049
25208.0,0,5.262468241149983,1,0.0,0.0,6.10378035238297,0.6132846633153539,0,0.0,0.0,0.0,0.0,11.204404364934929
25209.0,0,8.731702033453619,0,0.0,0.0,7.347782778655628,0.8307129107648485,0,0.0,0.0,0.0,0.0,11.473413652008205
25210.0,0,11.705679288531876,2,0.0,0.0,6.45219381681738,3.2096063919851883,1,0.0,0.0,0.0,0.0,8.139858240061239
25211.0,0,14.481943008933253,1,0.0,0.0,6.206804867206623,8.59125028825365,0,0.0,0.0,0.0,0.0,8.013011773948397
25212.0,0,13.895185658883351,1,0.0,0.0,6.244074008406667,6.880057748326145,0,0.0,0.0,0.0,0.0,7.933339275918376
25213.0,0,15.936971716699189,1,0.0,0.0,7.010786199684428,3.4224724594736484,0,0.0,0.0,0.0,0.0,9.990579035319127
25214.0,0,17.347949608689706,0,0.0,0.0,8.109416512934153,5.876040964638415,0,0.0,0.0,0.0,0.0,10.296498840698842
25215.0,0,19.850246283991872,1,0.0,0.0,8.46801621535695,9.793162334545194,0,0.0,0.0,0.0,0.0,11.207194644938681
25216.0,0,22.736366966144466,1,0.0,0.0,8.366885216945684,8.062910386841011,0,0.0,0.0,0.0,0.0,10.777137017178394
25217.0,0,20.19567617982621,0,0.0,0.0,9.301153420335158,5.72114927200859,0,0.0,0.0,0.0,0.0,10.929663942298797
25218.0,0,15.967491217422504,1,1.0,0.07142857142857142,9.757952525877021,4.8142872552628475,1,1.0,1.0,0.14285714285714285,0.14285714285714285,11.125885369647262
25219.0,0,11.884872078706755,3,2.0,0.125,9.057407674670866,3.1899782251219886,1,2.0,2.0,0.3333333333333333,0.3333333333333333,11.507247287135447
25220.0,0,16.632274053002153,1,3.0,0.1875,9.333212271353968,6.671320857084203,1,3.0,3.0,0.375,0.375,11.55817960657742
25221.0,0,11.669707852677778,2,4.0,0.23529411764705882,9.252361431468618,4.443759152904489,2,4.0,4.0,0.4444444444444444,0.4444444444444444,10.651288900027554
25222.0,0,16.294982907722634,3,5.0,0.2631578947368421,8.361547075575379,6.0390304081509845,2,5.0,5.0,0.5555555555555556,0.5555555555555556,8.684405674074847
25223.0,0,26.94388670276439,1,6.0,0.3157894736842105,8.122144442879348,12.157515237608166,1,6.0,6.0,0.6666666666666666,0.6666666666666666,8.346013919403415
25224.0,0,23.03702079878915,2,7.0,0.35,7.81741140717958,10.355229390156465,1,7.0,7.0,0.7777777777777778,0.7777777777777778,8.36100136796263
25225.0,0,18.432081335442977,2,9.0,0.45,8.129717258163058,7.511718031230382,2,9.0,9.0,1.0,1.0,8.277353530303033
25226.0,0,18.626565507221567,2,11.0,0.55,8.483057482281637,6.115677488442011,2,11.0,11.0,1.2222222222222223,1.2222222222222223,8.734610795919856
25227.0,1,14.354182515165839,4,13.0,0.6190476190476191,7.71398200772038,4.0020044575344675,3,13.0,13.0,1.3,1.3,7.990022938193801
25228.0,0,26.67644728425492,1,4.0,0.19047619047619047,7.550941878570258,9.40742828207905,1,4.0,4.0,0.4444444444444444,0.4444444444444444,8.888736078141234
25229.0,0,22.948455760205626,2,5.0,0.22727272727272727,7.712930048197853,10.837524440243882,2,5.0,5.0,0.45454545454545453,0.45454545454545453,8.37197739103718
25230.0,0,25.241486256333673,4,6.0,0.24,7.249058124940927,15.042274856271609,3,6.0,6.0,0.42857142857142855,0.42857142857142855,7.4605893521950915
25231.0,0,22.357980002217545,2,8.0,0.32,7.40639616015058,15.378270892974,1,7.0,7.0,0.5,0.5,7.5071042000771815
25232.0,0,24.97928050294884,2,9.0,0.36,7.703470113336038,16.819323518227293,2,19.0,9.0,1.2666666666666666,0.6,7.838808260889267
25233.0,0,26.201801760505923,4,2.0,0.07142857142857142,7.491833847771723,15.988130863107044,3,12.0,2.0,0.7058823529411765,0.11764705882352941,8.08192206547168
25234.0,0,28.231741063488695,2,0.0,0.0,7.427822723862508,20.00377301179148,0,12.0,0.0,0.7058823529411765,0.0,8.512944158243037
25235.0,0,33.54536490081264,1,0.0,0.0,7.952427347965469,19.976903446597362,1,12.0,0.0,0.631578947368421,0.0,8.857691233553288
25236.0,0,38.02834529952968,0,0.0,0.0,8.063963850127825,21.73690035587291,0,10.0,0.0,0.5882352941176471,0.0,8.950792201767575
25237.0,0,32.1480254464086,1,0.0,0.0,8.365299522657983,18.434799792957246,1,10.0,0.0,0.5882352941176471,0.0,8.72988225944153
25238.0,2,26.467319570683376,2,0.0,0.0,8.214678205040354,10.718608817346084,1,10.0,0.0,0.625,0.0,9.028810727703556
25239.0,0,32.0197814884578,0,0.0,0.0,8.940041730318168,13.396795351335427,0,11.0,0.0,0.6470588235294118,0.0,9.459114197490909
25240.0,0,31.684681159109175,1,0.0,0.0,9.001032517068754,17.769296450991284,1,11.0,0.0,0.6111111111111112,0.0,9.416071923059576
25241.0,0,32.12105559803907,2,0.0,0.0,8.977284779602416,19.108767035630567,0,11.0,0.0,0.55,0.0,10.330349538524423
25242.0,0,35.14982732748705,1,0.0,0.0,9.08696400268182,17.93500211247942,1,11.0,0.0,0.5789473684210527,0.0,10.142845790409444
25243.0,0,35.98914422255045,0,0.0,0.0,9.41096389041651,18.07262924378872,0,11.0,0.0,0.5789473684210527,0.0,10.101076287989462
25244.0,0,38.28279779918475,0,0.0,0.0,9.53301421873083,19.29817584367342,0,11.0,0.0,0.5789473684210527,0.0,10.148947796941627
25245.0,0,39.31849093946397,1,0.0,0.0,9.44677537116932,20.06201421773178,1,1.0,0.0,0.05555555555555555,0.0,9.303028450985343
25246.0,0,36.512763056854055,1,1.0,0.02702702702702703,9.454054825791417,19.85188502021809,1,2.0,1.0,0.125,0.0625,8.951107124275442
